job_id,time_submitted,status,walltime,competition_sd,immigration_rate,replicate,f,daisie_version,ddmodel,params_i,runtime,nb_clades,nb_cpus
24676394,NA,COMPLETED,NA,0.369,0.001,83,0.5,CS,11,1,00:12:36,NA,1
24676419,NA,COMPLETED,NA,0.369,0.001,98,0.5,CS,11,1,00:08:15,NA,1
24676397,NA,COMPLETED,NA,0.369,0.001,85,0.5,CS,11,1,00:10:51,NA,1
24676407,NA,COMPLETED,NA,0.369,0.001,91,0.5,CS,11,1,00:13:02,NA,1
24676414,NA,COMPLETED,NA,0.369,0.001,95,0.5,CS,11,1,00:07:56,NA,1
24676426,NA,COMPLETED,NA,0.091,1e-4,2,0.5,CS,11,1,00:19:45,NA,1
24676400,NA,COMPLETED,NA,0.369,0.001,87,0.5,CS,11,1,00:08:17,NA,1
24676390,NA,COMPLETED,NA,0.369,0.001,81,0.5,CS,11,1,00:10:30,NA,1
24676417,NA,COMPLETED,NA,0.369,0.001,97,0.5,CS,11,1,00:07:26,NA,1
24676421,NA,COMPLETED,NA,0.369,0.001,99,0.5,CS,11,1,00:00:34,NA,1
24676392,NA,COMPLETED,NA,0.369,0.001,82,0.5,CS,11,1,00:06:22,NA,1
24676343,NA,COMPLETED,NA,0.369,0.001,48,0.5,CS,11,1,00:07:12,NA,1
24676327,NA,COMPLETED,NA,0.369,0.001,32,0.5,CS,11,1,00:07:18,NA,1
24676329,NA,COMPLETED,NA,0.369,0.001,34,0.5,CS,11,1,00:08:21,NA,1
24676337,NA,COMPLETED,NA,0.369,0.001,42,0.5,CS,11,1,00:06:53,NA,1
24676335,NA,COMPLETED,NA,0.369,0.001,40,0.5,CS,11,1,00:07:49,NA,1
24676323,NA,COMPLETED,NA,0.369,0.001,28,0.5,CS,11,1,00:07:37,NA,1
24676320,NA,COMPLETED,NA,0.369,0.001,25,0.5,CS,11,1,00:05:45,NA,1
24676314,NA,COMPLETED,NA,0.369,0.001,19,0.5,CS,11,1,00:07:28,NA,1
24676341,NA,COMPLETED,NA,0.369,0.001,46,0.5,CS,11,1,00:08:41,NA,1
24676321,NA,COMPLETED,NA,0.369,0.001,26,0.5,CS,11,1,00:08:34,NA,1
24676318,NA,COMPLETED,NA,0.369,0.001,23,0.5,CS,11,1,00:07:20,NA,1
24676339,NA,COMPLETED,NA,0.369,0.001,44,0.5,CS,11,1,00:06:53,NA,1
24676316,NA,COMPLETED,NA,0.369,0.001,21,0.5,CS,11,1,00:07:08,NA,1
24676315,NA,COMPLETED,NA,0.369,0.001,20,0.5,CS,11,1,00:06:11,NA,1
24676319,NA,COMPLETED,NA,0.369,0.001,24,0.5,CS,11,1,00:10:41,NA,1
24676344,NA,COMPLETED,NA,0.369,0.001,49,0.5,CS,11,1,00:12:12,NA,1
24676338,NA,COMPLETED,NA,0.369,0.001,43,0.5,CS,11,1,00:08:38,NA,1
24676340,NA,COMPLETED,NA,0.369,0.001,45,0.5,CS,11,1,00:06:50,NA,1
24676317,NA,COMPLETED,NA,0.369,0.001,22,0.5,CS,11,1,00:09:47,NA,1
24676322,NA,COMPLETED,NA,0.369,0.001,27,0.5,CS,11,1,00:06:43,NA,1
24676328,NA,COMPLETED,NA,0.369,0.001,33,0.5,CS,11,1,00:13:06,NA,1
24676324,NA,COMPLETED,NA,0.369,0.001,29,0.5,CS,11,1,00:08:45,NA,1
24676325,NA,COMPLETED,NA,0.369,0.001,30,0.5,CS,11,1,00:10:02,NA,1
24676342,NA,COMPLETED,NA,0.369,0.001,47,0.5,CS,11,1,00:07:11,NA,1
24676326,NA,COMPLETED,NA,0.369,0.001,31,0.5,CS,11,1,00:11:22,NA,1
24676332,NA,COMPLETED,NA,0.369,0.001,37,0.5,CS,11,1,00:09:03,NA,1
24676331,NA,COMPLETED,NA,0.369,0.001,36,0.5,CS,11,1,00:08:22,NA,1
24676330,NA,COMPLETED,NA,0.369,0.001,35,0.5,CS,11,1,00:08:28,NA,1
24676334,NA,COMPLETED,NA,0.369,0.001,39,0.5,CS,11,1,00:06:31,NA,1
24676336,NA,COMPLETED,NA,0.369,0.001,41,0.5,CS,11,1,00:08:41,NA,1
24676333,NA,COMPLETED,NA,0.369,0.001,38,0.5,CS,11,1,00:09:18,NA,1
24676494,NA,COMPLETED,NA,0.091,1e-4,38,0.5,CS,11,1,00:27:55,NA,1
24676502,NA,COMPLETED,NA,0.091,1e-4,42,0.5,CS,11,1,00:25:46,NA,1
24676447,NA,COMPLETED,NA,0.091,1e-4,14,0.5,CS,11,1,00:20:13,NA,1
24676443,NA,COMPLETED,NA,0.091,1e-4,12,0.5,CS,11,1,00:16:21,NA,1
24676455,NA,COMPLETED,NA,0.091,1e-4,18,0.5,CS,11,1,00:14:07,NA,1
24676467,NA,COMPLETED,NA,0.091,1e-4,24,0.5,CS,11,1,00:26:32,NA,1
24676481,NA,COMPLETED,NA,0.091,1e-4,31,0.5,CS,11,1,00:31:13,NA,1
24676485,NA,COMPLETED,NA,0.091,1e-4,33,0.5,CS,11,1,00:36:27,NA,1
24676489,NA,COMPLETED,NA,0.091,1e-4,35,0.5,CS,11,1,00:32:57,NA,1
24676496,NA,COMPLETED,NA,0.091,1e-4,39,0.5,CS,11,1,00:25:32,NA,1
24676492,NA,COMPLETED,NA,0.091,1e-4,37,0.5,CS,11,1,00:24:21,NA,1
24676500,NA,COMPLETED,NA,0.091,1e-4,41,0.5,CS,11,1,00:30:57,NA,1
24676498,NA,COMPLETED,NA,0.091,1e-4,40,0.5,CS,11,1,00:25:54,NA,1
24676491,NA,COMPLETED,NA,0.091,1e-4,36,0.5,CS,11,1,00:25:05,NA,1
24676461,NA,COMPLETED,NA,0.091,1e-4,21,0.5,CS,11,1,00:22:58,NA,1
24676473,NA,COMPLETED,NA,0.091,1e-4,27,0.5,CS,11,1,00:25:50,NA,1
24676465,NA,COMPLETED,NA,0.091,1e-4,23,0.5,CS,11,1,00:24:46,NA,1
24676469,NA,COMPLETED,NA,0.091,1e-4,25,0.5,CS,11,1,00:28:55,NA,1
24676451,NA,COMPLETED,NA,0.091,1e-4,16,0.5,CS,11,1,00:24:47,NA,1
24676475,NA,COMPLETED,NA,0.091,1e-4,28,0.5,CS,11,1,00:33:12,NA,1
24676457,NA,COMPLETED,NA,0.091,1e-4,19,0.5,CS,11,1,00:20:13,NA,1
24676487,NA,COMPLETED,NA,0.091,1e-4,34,0.5,CS,11,1,00:27:36,NA,1
24676449,NA,COMPLETED,NA,0.091,1e-4,15,0.5,CS,11,1,00:22:35,NA,1
24676479,NA,COMPLETED,NA,0.091,1e-4,30,0.5,CS,11,1,00:25:36,NA,1
24676477,NA,COMPLETED,NA,0.091,1e-4,29,0.5,CS,11,1,00:19:35,NA,1
24676453,NA,COMPLETED,NA,0.091,1e-4,17,0.5,CS,11,1,00:29:06,NA,1
24676471,NA,COMPLETED,NA,0.091,1e-4,26,0.5,CS,11,1,00:20:52,NA,1
24676463,NA,COMPLETED,NA,0.091,1e-4,22,0.5,CS,11,1,00:29:52,NA,1
24676483,NA,COMPLETED,NA,0.091,1e-4,32,0.5,CS,11,1,00:18:37,NA,1
24676445,NA,COMPLETED,NA,0.091,1e-4,13,0.5,CS,11,1,00:43:23,NA,1
24676459,NA,COMPLETED,NA,0.091,1e-4,20,0.5,CS,11,1,00:18:47,NA,1
24676367,NA,COMPLETED,NA,0.369,0.001,67,0.5,CS,11,1,00:13:00,NA,1
24676377,NA,COMPLETED,NA,0.369,0.001,73,0.5,CS,11,1,00:07:01,NA,1
24676374,NA,COMPLETED,NA,0.369,0.001,71,0.5,CS,11,1,00:07:58,NA,1
24676361,NA,COMPLETED,NA,0.369,0.001,63,0.5,CS,11,1,00:09:48,NA,1
24676354,NA,COMPLETED,NA,0.369,0.001,59,0.5,CS,11,1,00:08:50,NA,1
24676364,NA,COMPLETED,NA,0.369,0.001,65,0.5,CS,11,1,00:08:41,NA,1
24676380,NA,COMPLETED,NA,0.369,0.001,75,0.5,CS,11,1,00:06:43,NA,1
24676383,NA,COMPLETED,NA,0.369,0.001,77,0.5,CS,11,1,00:06:13,NA,1
24676381,NA,COMPLETED,NA,0.369,0.001,76,0.5,CS,11,1,00:09:11,NA,1
24676378,NA,COMPLETED,NA,0.369,0.001,74,0.5,CS,11,1,00:11:28,NA,1
24676388,NA,COMPLETED,NA,0.369,0.001,80,0.5,CS,11,1,00:19:04,NA,1
24676385,NA,COMPLETED,NA,0.369,0.001,78,0.5,CS,11,1,00:06:59,NA,1
24676348,NA,COMPLETED,NA,0.369,0.001,53,0.5,CS,11,1,00:10:55,NA,1
24676386,NA,COMPLETED,NA,0.369,0.001,79,0.5,CS,11,1,00:07:20,NA,1
24676357,NA,COMPLETED,NA,0.369,0.001,61,0.5,CS,11,1,00:10:40,NA,1
24676372,NA,COMPLETED,NA,0.369,0.001,70,0.5,CS,11,1,00:12:14,NA,1
24676375,NA,COMPLETED,NA,0.369,0.001,72,0.5,CS,11,1,00:08:26,NA,1
24676369,NA,COMPLETED,NA,0.369,0.001,68,0.5,CS,11,1,00:09:54,NA,1
24676346,NA,COMPLETED,NA,0.369,0.001,51,0.5,CS,11,1,00:13:15,NA,1
24676350,NA,COMPLETED,NA,0.369,0.001,55,0.5,CS,11,1,00:08:41,NA,1
24676352,NA,COMPLETED,NA,0.369,0.001,57,0.5,CS,11,1,00:05:41,NA,1
24676366,NA,COMPLETED,NA,0.369,0.001,66,0.5,CS,11,1,00:13:21,NA,1
24676370,NA,COMPLETED,NA,0.369,0.001,69,0.5,CS,11,1,00:09:26,NA,1
24676362,NA,COMPLETED,NA,0.369,0.001,64,0.5,CS,11,1,00:07:29,NA,1
24676353,NA,COMPLETED,NA,0.369,0.001,58,0.5,CS,11,1,00:17:24,NA,1
24676359,NA,COMPLETED,NA,0.369,0.001,62,0.5,CS,11,1,00:07:54,NA,1
24676356,NA,COMPLETED,NA,0.369,0.001,60,0.5,CS,11,1,00:05:58,NA,1
24676349,NA,COMPLETED,NA,0.369,0.001,54,0.5,CS,11,1,00:11:43,NA,1
24676351,NA,COMPLETED,NA,0.369,0.001,56,0.5,CS,11,1,00:08:54,NA,1
24676347,NA,COMPLETED,NA,0.369,0.001,52,0.5,CS,11,1,00:09:03,NA,1
24676345,NA,COMPLETED,NA,0.369,0.001,50,0.5,CS,11,1,00:10:29,NA,1
24676647,NA,COMPLETED,NA,0.091,0.001,30,0.5,CS,11,1,00:15:33,NA,1
24676642,NA,COMPLETED,NA,0.091,0.001,27,0.5,CS,11,1,00:33:24,NA,1
24676651,NA,COMPLETED,NA,0.091,0.001,32,0.5,CS,11,1,00:17:59,NA,1
24676635,NA,COMPLETED,NA,0.091,0.001,23,0.5,CS,11,1,00:31:39,NA,1
24676607,NA,COMPLETED,NA,0.091,0.001,7,0.5,CS,11,1,00:20:42,NA,1
24676604,NA,COMPLETED,NA,0.091,0.001,5,0.5,CS,11,1,00:21:08,NA,1
24676625,NA,COMPLETED,NA,0.091,0.001,17,0.5,CS,11,1,00:32:23,NA,1
24676621,NA,COMPLETED,NA,0.091,0.001,15,0.5,CS,11,1,00:15:50,NA,1
24676628,NA,COMPLETED,NA,0.091,0.001,19,0.5,CS,11,1,00:26:20,NA,1
24676645,NA,COMPLETED,NA,0.091,0.001,29,0.5,CS,11,1,00:36:53,NA,1
24676649,NA,COMPLETED,NA,0.091,0.001,31,0.5,CS,11,1,00:19:41,NA,1
24676653,NA,COMPLETED,NA,0.091,0.001,33,0.5,CS,11,1,00:28:04,NA,1
24676619,NA,COMPLETED,NA,0.091,0.001,14,0.5,CS,11,1,00:26:11,NA,1
24676623,NA,COMPLETED,NA,0.091,0.001,16,0.5,CS,11,1,00:23:21,NA,1
24676632,NA,COMPLETED,NA,0.091,0.001,21,0.5,CS,11,1,00:24:42,NA,1
24676626,NA,COMPLETED,NA,0.091,0.001,18,0.5,CS,11,1,00:26:40,NA,1
24676612,NA,COMPLETED,NA,0.091,0.001,10,0.5,CS,11,1,00:18:49,NA,1
24676616,NA,COMPLETED,NA,0.091,0.001,12,0.5,CS,11,1,00:41:06,NA,1
24676630,NA,COMPLETED,NA,0.091,0.001,20,0.5,CS,11,1,00:19:56,NA,1
24676618,NA,COMPLETED,NA,0.091,0.001,13,0.5,CS,11,1,00:16:17,NA,1
24676638,NA,COMPLETED,NA,0.091,0.001,25,0.5,CS,11,1,00:21:53,NA,1
24676644,NA,COMPLETED,NA,0.091,0.001,28,0.5,CS,11,1,00:22:39,NA,1
24676634,NA,COMPLETED,NA,0.091,0.001,22,0.5,CS,11,1,00:21:33,NA,1
24676640,NA,COMPLETED,NA,0.091,0.001,26,0.5,CS,11,1,00:18:56,NA,1
24676606,NA,COMPLETED,NA,0.091,0.001,6,0.5,CS,11,1,00:21:27,NA,1
24676614,NA,COMPLETED,NA,0.091,0.001,11,0.5,CS,11,1,00:25:35,NA,1
24676609,NA,COMPLETED,NA,0.091,0.001,8,0.5,CS,11,1,00:24:41,NA,1
24676611,NA,COMPLETED,NA,0.091,0.001,9,0.5,CS,11,1,00:32:05,NA,1
24676637,NA,COMPLETED,NA,0.091,0.001,24,0.5,CS,11,1,00:33:25,NA,1
24676595,NA,COMPLETED,NA,0.091,1e-4,99,0.5,CS,11,1,00:20:01,NA,1
24676573,NA,COMPLETED,NA,0.091,1e-4,85,0.5,CS,11,1,00:33:20,NA,1
24676559,NA,COMPLETED,NA,0.091,1e-4,76,0.5,CS,11,1,00:25:38,NA,1
24676556,NA,COMPLETED,NA,0.091,1e-4,74,0.5,CS,11,1,00:32:13,NA,1
24676584,NA,COMPLETED,NA,0.091,1e-4,92,0.5,CS,11,1,00:21:59,NA,1
24676581,NA,COMPLETED,NA,0.091,1e-4,90,0.5,CS,11,1,00:21:03,NA,1
24676598,NA,COMPLETED,NA,0.091,0.001,1,0.5,CS,11,1,00:18:32,NA,1
24676601,NA,COMPLETED,NA,0.091,0.001,3,0.5,CS,11,1,00:13:28,NA,1
24676572,NA,COMPLETED,NA,0.091,1e-4,84,0.5,CS,11,1,00:25:42,NA,1
24676578,NA,COMPLETED,NA,0.091,1e-4,88,0.5,CS,11,1,00:16:44,NA,1
24676596,NA,COMPLETED,NA,0.091,1e-4,100,0.5,CS,11,1,00:32:02,NA,1
24676564,NA,COMPLETED,NA,0.091,1e-4,79,0.5,CS,11,1,00:29:04,NA,1
24676558,NA,COMPLETED,NA,0.091,1e-4,75,0.5,CS,11,1,00:25:50,NA,1
24676567,NA,COMPLETED,NA,0.091,1e-4,81,0.5,CS,11,1,00:29:07,NA,1
24676593,NA,COMPLETED,NA,0.091,1e-4,98,0.5,CS,11,1,00:19:21,NA,1
24676602,NA,COMPLETED,NA,0.091,0.001,4,0.5,CS,11,1,00:32:54,NA,1
24676599,NA,COMPLETED,NA,0.091,0.001,2,0.5,CS,11,1,00:20:53,NA,1
24676592,NA,COMPLETED,NA,0.091,1e-4,97,0.5,CS,11,1,00:19:23,NA,1
24676565,NA,COMPLETED,NA,0.091,1e-4,80,0.5,CS,11,1,00:18:29,NA,1
24676562,NA,COMPLETED,NA,0.091,1e-4,78,0.5,CS,11,1,00:31:46,NA,1
24676569,NA,COMPLETED,NA,0.091,1e-4,82,0.5,CS,11,1,00:15:38,NA,1
24676575,NA,COMPLETED,NA,0.091,1e-4,86,0.5,CS,11,1,00:30:36,NA,1
24676561,NA,COMPLETED,NA,0.091,1e-4,77,0.5,CS,11,1,00:21:19,NA,1
24676586,NA,COMPLETED,NA,0.091,1e-4,93,0.5,CS,11,1,00:23:36,NA,1
24676583,NA,COMPLETED,NA,0.091,1e-4,91,0.5,CS,11,1,00:38:53,NA,1
24676579,NA,COMPLETED,NA,0.091,1e-4,89,0.5,CS,11,1,00:15:57,NA,1
24676570,NA,COMPLETED,NA,0.091,1e-4,83,0.5,CS,11,1,00:13:27,NA,1
24676576,NA,COMPLETED,NA,0.091,1e-4,87,0.5,CS,11,1,00:22:16,NA,1
24676590,NA,COMPLETED,NA,0.091,1e-4,96,0.5,CS,11,1,00:25:59,NA,1
24676589,NA,COMPLETED,NA,0.091,1e-4,95,0.5,CS,11,1,00:28:25,NA,1
24676587,NA,COMPLETED,NA,0.091,1e-4,94,0.5,CS,11,1,00:15:01,NA,1
24676748,NA,COMPLETED,NA,0.091,0.001,90,0.5,CS,11,1,00:20:19,NA,1
24676747,NA,COMPLETED,NA,0.091,0.001,89,0.5,CS,11,1,00:20:02,NA,1
24676723,NA,COMPLETED,NA,0.091,0.001,75,0.5,CS,11,1,00:39:44,NA,1
24676729,NA,COMPLETED,NA,0.091,0.001,79,0.5,CS,11,1,00:21:31,NA,1
24676716,NA,COMPLETED,NA,0.091,0.001,71,0.5,CS,11,1,00:14:56,NA,1
24676720,NA,COMPLETED,NA,0.091,0.001,73,0.5,CS,11,1,00:14:36,NA,1
24676718,NA,COMPLETED,NA,0.091,0.001,72,0.5,CS,11,1,00:35:25,NA,1
24676715,NA,COMPLETED,NA,0.091,0.001,70,0.5,CS,11,1,00:22:31,NA,1
24676726,NA,COMPLETED,NA,0.091,0.001,77,0.5,CS,11,1,00:23:04,NA,1
24676728,NA,COMPLETED,NA,0.091,0.001,78,0.5,CS,11,1,00:33:36,NA,1
24676731,NA,COMPLETED,NA,0.091,0.001,80,0.5,CS,11,1,00:24:19,NA,1
24676724,NA,COMPLETED,NA,0.091,0.001,76,0.5,CS,11,1,00:19:14,NA,1
24676732,NA,COMPLETED,NA,0.091,0.001,81,0.5,CS,11,1,00:17:34,NA,1
24676721,NA,COMPLETED,NA,0.091,0.001,74,0.5,CS,11,1,00:15:30,NA,1
24676743,NA,COMPLETED,NA,0.091,0.001,87,0.5,CS,11,1,00:29:44,NA,1
24676704,NA,COMPLETED,NA,0.091,0.001,64,0.5,CS,11,1,00:22:50,NA,1
24676745,NA,COMPLETED,NA,0.091,0.001,88,0.5,CS,11,1,00:14:00,NA,1
24676736,NA,COMPLETED,NA,0.091,0.001,83,0.5,CS,11,1,00:19:30,NA,1
24676737,NA,COMPLETED,NA,0.091,0.001,84,0.5,CS,11,1,00:24:47,NA,1
24676708,NA,COMPLETED,NA,0.091,0.001,66,0.5,CS,11,1,00:32:12,NA,1
24676734,NA,COMPLETED,NA,0.091,0.001,82,0.5,CS,11,1,00:26:36,NA,1
24676739,NA,COMPLETED,NA,0.091,0.001,85,0.5,CS,11,1,00:23:42,NA,1
24676700,NA,COMPLETED,NA,0.091,0.001,62,0.5,CS,11,1,00:20:38,NA,1
24676713,NA,COMPLETED,NA,0.091,0.001,69,0.5,CS,11,1,00:16:53,NA,1
24676710,NA,COMPLETED,NA,0.091,0.001,67,0.5,CS,11,1,00:24:42,NA,1
24676707,NA,COMPLETED,NA,0.091,0.001,65,0.5,CS,11,1,00:25:28,NA,1
24676702,NA,COMPLETED,NA,0.091,0.001,63,0.5,CS,11,1,00:18:15,NA,1
24676741,NA,COMPLETED,NA,0.091,0.001,86,0.5,CS,11,1,00:16:33,NA,1
24676711,NA,COMPLETED,NA,0.091,0.001,68,0.5,CS,11,1,00:30:15,NA,1
24676661,NA,COMPLETED,NA,0.091,0.001,38,0.5,CS,11,1,00:36:23,NA,1
24676671,NA,COMPLETED,NA,0.091,0.001,44,0.5,CS,11,1,00:23:12,NA,1
24676664,NA,COMPLETED,NA,0.091,0.001,40,0.5,CS,11,1,00:24:18,NA,1
24676668,NA,COMPLETED,NA,0.091,0.001,42,0.5,CS,11,1,00:42:46,NA,1
24676660,NA,COMPLETED,NA,0.091,0.001,37,0.5,CS,11,1,00:14:08,NA,1
24676663,NA,COMPLETED,NA,0.091,0.001,39,0.5,CS,11,1,00:15:42,NA,1
24676654,NA,COMPLETED,NA,0.091,0.001,34,0.5,CS,11,1,00:20:03,NA,1
24676666,NA,COMPLETED,NA,0.091,0.001,41,0.5,CS,11,1,00:28:48,NA,1
24676656,NA,COMPLETED,NA,0.091,0.001,35,0.5,CS,11,1,00:23:30,NA,1
24676690,NA,COMPLETED,NA,0.091,0.001,56,0.5,CS,11,1,00:37:57,NA,1
24676679,NA,COMPLETED,NA,0.091,0.001,49,0.5,CS,11,1,00:32:54,NA,1
24676699,NA,COMPLETED,NA,0.091,0.001,61,0.5,CS,11,1,00:36:04,NA,1
24676687,NA,COMPLETED,NA,0.091,0.001,54,0.5,CS,11,1,00:14:38,NA,1
24676695,NA,COMPLETED,NA,0.091,0.001,59,0.5,CS,11,1,00:24:35,NA,1
24676677,NA,COMPLETED,NA,0.091,0.001,48,0.5,CS,11,1,00:23:04,NA,1
24676672,NA,COMPLETED,NA,0.091,0.001,45,0.5,CS,11,1,00:16:03,NA,1
24676694,NA,COMPLETED,NA,0.091,0.001,58,0.5,CS,11,1,00:21:12,NA,1
24676674,NA,COMPLETED,NA,0.091,0.001,46,0.5,CS,11,1,00:20:57,NA,1
24676684,NA,COMPLETED,NA,0.091,0.001,52,0.5,CS,11,1,00:24:01,NA,1
24676685,NA,COMPLETED,NA,0.091,0.001,53,0.5,CS,11,1,00:35:48,NA,1
24676689,NA,COMPLETED,NA,0.091,0.001,55,0.5,CS,11,1,00:15:37,NA,1
24676682,NA,COMPLETED,NA,0.091,0.001,51,0.5,CS,11,1,00:22:00,NA,1
24676692,NA,COMPLETED,NA,0.091,0.001,57,0.5,CS,11,1,00:30:31,NA,1
24676669,NA,COMPLETED,NA,0.091,0.001,43,0.5,CS,11,1,00:30:03,NA,1
24676658,NA,COMPLETED,NA,0.091,0.001,36,0.5,CS,11,1,00:21:37,NA,1
24676697,NA,COMPLETED,NA,0.091,0.001,60,0.5,CS,11,1,00:44:45,NA,1
24676676,NA,COMPLETED,NA,0.091,0.001,47,0.5,CS,11,1,00:25:21,NA,1
24676680,NA,COMPLETED,NA,0.091,0.001,50,0.5,CS,11,1,00:37:31,NA,1
24676750,NA,COMPLETED,NA,0.091,0.001,91,0.5,CS,11,1,00:29:59,NA,1
24675725,NA,"TIMEOUT,CANCELLED",NA,0.369,1e-4,2,0.5,IW,11,1,9-23:00:05,NA,4
24676752,NA,COMPLETED,NA,0.091,0.001,92,0.5,CS,11,1,00:27:15,NA,1
24676754,NA,COMPLETED,NA,0.091,0.001,93,0.5,CS,11,1,00:15:03,NA,1
24676756,NA,COMPLETED,NA,0.091,0.001,94,0.5,CS,11,1,00:16:30,NA,1
24676758,NA,COMPLETED,NA,0.091,0.001,95,0.5,CS,11,1,00:30:50,NA,1
24676759,NA,COMPLETED,NA,0.091,0.001,96,0.5,CS,11,1,00:24:28,NA,1
24676761,NA,COMPLETED,NA,0.091,0.001,97,0.5,CS,11,1,00:23:00,NA,1
24676763,NA,COMPLETED,NA,0.091,0.001,98,0.5,CS,11,1,00:23:15,NA,1
24676765,NA,COMPLETED,NA,0.091,0.001,99,0.5,CS,11,1,00:21:24,NA,1
24676766,NA,COMPLETED,NA,0.091,0.001,100,0.5,CS,11,1,00:26:50,NA,1
24675726,NA,COMPLETED,NA,0.369,1e-4,3,0.5,IW,11,1,00:23:24,NA,4
24675727,NA,COMPLETED,NA,0.369,1e-4,4,0.5,IW,11,1,00:52:06,NA,4
24675728,NA,COMPLETED,NA,0.369,1e-4,5,0.5,IW,11,1,00:28:52,NA,4
24675729,NA,COMPLETED,NA,0.369,1e-4,6,0.5,IW,11,1,00:10:36,NA,4
24675730,NA,COMPLETED,NA,0.369,1e-4,7,0.5,IW,11,1,00:21:38,NA,4
24675731,NA,COMPLETED,NA,0.369,1e-4,8,0.5,IW,11,1,00:02:23,NA,4
24675732,NA,COMPLETED,NA,0.369,1e-4,9,0.5,IW,11,1,00:12:14,NA,4
24675733,NA,"TIMEOUT,CANCELLED",NA,0.369,1e-4,10,0.5,IW,11,1,9-23:00:16,NA,4
24675734,NA,COMPLETED,NA,0.369,1e-4,11,0.5,IW,11,1,00:08:49,NA,4
24675735,NA,COMPLETED,NA,0.369,1e-4,12,0.5,IW,11,1,00:06:09,NA,4
24675736,NA,COMPLETED,NA,0.369,1e-4,13,0.5,IW,11,1,00:10:47,NA,4
24675738,NA,COMPLETED,NA,0.369,1e-4,15,0.5,IW,11,1,00:12:38,NA,4
24675739,NA,COMPLETED,NA,0.369,1e-4,16,0.5,IW,11,1,00:15:40,NA,4
24675737,NA,COMPLETED,NA,0.369,1e-4,14,0.5,IW,11,1,01:02:36,NA,4
24675740,NA,COMPLETED,NA,0.369,1e-4,17,0.5,IW,11,1,07:39:16,NA,4
24675742,NA,COMPLETED,NA,0.369,1e-4,19,0.5,IW,11,1,00:18:23,NA,4
24675741,NA,COMPLETED,NA,0.369,1e-4,18,0.5,IW,11,1,00:12:34,NA,4
24675743,NA,COMPLETED,NA,0.369,1e-4,20,0.5,IW,11,1,00:00:35,NA,4
24675744,NA,COMPLETED,NA,0.369,1e-4,21,0.5,IW,11,1,00:33:05,NA,4
24675745,NA,COMPLETED,NA,0.369,1e-4,22,0.5,IW,11,1,00:00:36,NA,4
24675746,NA,"TIMEOUT,CANCELLED",NA,0.369,1e-4,23,0.5,IW,11,1,9-23:00:03,NA,4
24675747,NA,COMPLETED,NA,0.369,1e-4,24,0.5,IW,11,1,00:19:59,NA,4
24675748,NA,COMPLETED,NA,0.369,1e-4,25,0.5,IW,11,1,00:07:28,NA,4
24675749,NA,COMPLETED,NA,0.369,1e-4,26,0.5,IW,11,1,00:10:59,NA,4
24675750,NA,COMPLETED,NA,0.369,1e-4,27,0.5,IW,11,1,00:00:51,NA,4
24675751,NA,"TIMEOUT,CANCELLED",NA,0.369,1e-4,28,0.5,IW,11,1,9-23:00:23,NA,4
24675752,NA,"TIMEOUT,CANCELLED",NA,0.369,1e-4,29,0.5,IW,11,1,9-23:00:22,NA,4
24675753,NA,COMPLETED,NA,0.369,1e-4,30,0.5,IW,11,1,00:10:12,NA,4
24675754,NA,COMPLETED,NA,0.369,1e-4,31,0.5,IW,11,1,00:13:16,NA,4
24675755,NA,COMPLETED,NA,0.369,1e-4,32,0.5,IW,11,1,00:09:30,NA,4
24675756,NA,COMPLETED,NA,0.369,1e-4,33,0.5,IW,11,1,00:11:49,NA,4
24675757,NA,COMPLETED,NA,0.369,1e-4,34,0.5,IW,11,1,00:00:42,NA,4
24675758,NA,COMPLETED,NA,0.369,1e-4,35,0.5,IW,11,1,00:00:36,NA,4
24675759,NA,COMPLETED,NA,0.369,1e-4,36,0.5,IW,11,1,00:15:40,NA,4
24675760,NA,COMPLETED,NA,0.369,1e-4,37,0.5,IW,11,1,00:39:57,NA,4
24675761,NA,COMPLETED,NA,0.369,1e-4,38,0.5,IW,11,1,00:11:44,NA,4
24675762,NA,COMPLETED,NA,0.369,1e-4,39,0.5,IW,11,1,00:09:27,NA,4
24675763,NA,COMPLETED,NA,0.369,1e-4,40,0.5,IW,11,1,00:21:08,NA,4
24675764,NA,COMPLETED,NA,0.369,1e-4,41,0.5,IW,11,1,00:09:03,NA,4
24675765,NA,"TIMEOUT,CANCELLED",NA,0.369,1e-4,42,0.5,IW,11,1,9-23:00:13,NA,4
24675766,NA,COMPLETED,NA,0.369,1e-4,43,0.5,IW,11,1,00:13:35,NA,4
24675767,NA,COMPLETED,NA,0.369,1e-4,44,0.5,IW,11,1,00:07:29,NA,4
24675768,NA,COMPLETED,NA,0.369,1e-4,45,0.5,IW,11,1,00:15:30,NA,4
24675769,NA,COMPLETED,NA,0.369,1e-4,46,0.5,IW,11,1,00:12:15,NA,4
24675770,NA,COMPLETED,NA,0.369,1e-4,47,0.5,IW,11,1,00:07:42,NA,4
24675771,NA,COMPLETED,NA,0.369,1e-4,48,0.5,IW,11,1,00:20:06,NA,4
24675772,NA,COMPLETED,NA,0.369,1e-4,49,0.5,IW,11,1,00:07:56,NA,4
24675773,NA,COMPLETED,NA,0.369,1e-4,50,0.5,IW,11,1,00:11:05,NA,4
